title,date,project_id
Concept Approved,28 Sep 2009,4086
Project Approved for Implementation,28 Sep 2010,4086
Project closed,07 Aug 2014,4086
Received by GEF,20 Oct 2009,4150
Preparation Grant Approved,25 Jan 2010,4150
Concept Approved,31 Mar 2010,4150
Project Approved for Implementation,09 Aug 2012,4150
Project closed,01 Dec 2017,4150
Received by GEF,09 Nov 2009,4167
Preparation Grant Approved,29 Apr 2010,4167
Concept Approved,30 Jun 2010,4167
Project Approved for Implementation,09 Nov 2012,4167
Project closed,30 Apr 2017,4167
Received by GEF,08 Sep 2009,4091
Preparation Grant Approved,28 Apr 2010,4091
Concept Approved,30 Jun 2010,4091
Project Approved for Implementation,24 Apr 2012,4091
Project closed,31 Dec 2017,4091
Received by GEF,08 Sep 2009,4087
Preparation Grant Approved,30 Sep 2009,4087
Concept Approved,30 Sep 2009,4087
Project Approved for Implementation,29 Oct 2010,4087
Project closed,13 Apr 2015,4087
Received by GEF,01 Oct 2009,4139
Preparation Grant Approved,29 Jan 2010,4139
Concept Approved,29 Jan 2010,4139
Project Approved for Implementation,29 Sep 2011,4139
Project closed,31 May 2015,4139
Received by GEF,14 Sep 2009,4103
Concept Approved,12 Jan 2010,4103
Project Approved for Implementation,09 Nov 2010,4103
Project closed,30 Mar 2015,4103
Received by GEF,06 Oct 2009,4146
Project Approved for Implementation,26 Jan 2010,4146
Project closed,01 Mar 2012,4146
Received by GEF,05 Oct 2009,4141
Preparation Grant Approved,01 Dec 2009,4141
Concept Approved,30 Nov 2009,4141
Project Approved for Implementation,27 Dec 2011,4141
Project closed,30 Mar 2019,4141
Received by GEF,26 Jun 2009,4023
Preparation Grant Approved,24 Feb 2010,4023
Concept Approved,31 Mar 2010,4023
Project Approved for Implementation,19 Dec 2011,4023
Project closed,15 Mar 2014,4023
Received by GEF,21 Aug 2009,4067
Concept Approved,14 Jan 2010,4067
Project Approved for Implementation,25 Jan 2011,4067
Project closed,31 Jan 2017,4067
Received by GEF,19 Aug 2009,4066
Preparation Grant Approved,26 Apr 2010,4066
Concept Approved,31 Mar 2010,4066
Project Approved for Implementation,24 Jul 2012,4066
Project closed,01 Mar 2018,4066
Received by GEF,30 Oct 2009,4158
Preparation Grant Approved,27 Apr 2010,4158
Concept Approved,31 Mar 2010,4158
Project Approved for Implementation,22 Aug 2012,4158
Project closed,01 Dec 2017,4158
Project Cancelled,27 Aug 2010,4025
Received by GEF,19 Aug 2009,4065
Concept Approved,12 Jan 2010,4065
Project Approved for Implementation,,4065
Project closed,31 Dec 2014,4065
Received by GEF,24 Aug 2009,4069
Project Approved for Implementation,16 Sep 2009,4069
Project closed,31 Oct 2011,4069
Received by GEF,31 Aug 2009,4077
Received by GEF,31 Aug 2009,4078
Preparation Grant Approved,17 Sep 2009,4077
Concept Approved,17 Sep 2009,4077
Project Approved for Implementation,21 Mar 2012,4077
Preparation Grant Approved,12 Jan 2010,4078
Concept Approved,12 Jan 2010,4078
Project Approved for Implementation,10 Dec 2012,4078
Project closed,23 Mar 2017,4078
Project closed,04 May 2016,4077
Received by GEF,18 Jun 2009,4020
Preparation Grant Approved,03 Sep 2009,4020
Concept Approved,03 Sep 2009,4020
Project Approved for Implementation,02 Nov 2010,4020
Project closed,31 Dec 2013,4020
Received by GEF,25 Jun 2009,4022
Preparation Grant Approved,11 Jan 2010,4022
Concept Approved,11 Jan 2010,4022
Project Approved for Implementation,11 Jul 2012,4022
Project closed,30 Jun 2012,4022
Received by GEF,22 Apr 2009,3990
Preparation Grant Approved,03 Feb 2010,3990
Concept Approved,01 Nov 2009,3990
Project Approved for Implementation,17 Jan 2012,3990
Project closed,30 Sep 2016,3990
Received by GEF,18 May 2009,4010
Preparation Grant Approved,12 Jan 2010,4010
Concept Approved,12 Jan 2010,4010
Project Approved for Implementation,06 Apr 2011,4010
Project closed,30 Apr 2014,4010
Received by GEF,13 Apr 2009,3969
Received by GEF,28 May 2009,4017
Concept Approved,01 Nov 2009,3969
Project Approved for Implementation,13 Apr 2011,3969
Project closed,08 Jan 2018,3969
Concept Approved,01 Nov 2009,4017
Project Approved for Implementation,03 Feb 2010,4017
Project closed,30 Dec 2012,4017
Received by GEF,04 May 2009,4000
Preparation Grant Approved,26 Aug 2009,4000
Concept Approved,30 Nov 2009,4000
Project Approved for Implementation,13 Sep 2012,4000
Project closed,28 Feb 2016,4000
Received by GEF,13 Apr 2009,3968
Concept Approved,30 Jun 2009,3968
Project Approved for Implementation,14 Apr 2011,3968
Project closed,31 Mar 2016,3968
Received by GEF,07 Apr 2009,3951
Preparation Grant Approved,19 Feb 2010,3951
Concept Approved,31 Mar 2010,3951
Project Approved for Implementation,09 Aug 2011,3951
Project closed,31 Dec 2016,3951
Received by GEF,07 Apr 2009,3948
Concept Approved,01 Jun 2009,3948
Project Approved for Implementation,22 Dec 2009,3948
Project closed,31 Dec 2012,3948
Received by GEF,09 Apr 2009,3957
Preparation Grant Approved,23 Sep 2009,3957
Concept Approved,31 Mar 2010,3957
Project Approved for Implementation,28 Sep 2011,3957
Project closed,01 Sep 2016,3957
Received by GEF,20 Feb 2009,3895
Concept Approved,05 May 2009,3895
Project Approved for Implementation,27 May 2010,3895
Project closed,01 Feb 2015,3895
Received by GEF,11 Mar 2009,3920
Received by GEF,18 Feb 2009,3890
Received by GEF,23 Feb 2009,3897
Received by GEF,02 Apr 2009,3942
Concept Approved,24 Apr 2009,3920
Project Approved for Implementation,22 Jul 2009,3920
Project closed,01 Dec 2012,3920
Preparation Grant Approved,06 Oct 2009,3890
Concept Approved,30 Jul 2009,3890
Project Approved for Implementation,01 Mar 2011,3890
Preparation Grant Approved,03 Mar 2009,3897
Concept Approved,03 Mar 2009,3897
Project Approved for Implementation,12 Sep 2011,3897
Concept Approved,01 Nov 2009,3942
Project Approved for Implementation,16 Mar 2011,3942
Project closed,30 Apr 2016,3942
Project closed,30 Sep 2016,3890
Project closed,31 Dec 2016,3897
Received by GEF,04 Mar 2009,3907
Concept Approved,01 Apr 2009,3907
Project Approved for Implementation,18 Sep 2009,3907
Project closed,01 Apr 2013,3907
Received by GEF,17 Feb 2009,3888
Received by GEF,26 Mar 2009,3927
Concept Approved,11 Sep 2009,3888
Project Approved for Implementation,22 Jul 2010,3888
Project closed,01 Jan 2016,3888
Preparation Grant Approved,06 May 2009,3927
Concept Approved,01 Jun 2009,3927
Project Approved for Implementation,12 Oct 2010,3927
Project closed,30 Oct 2013,3927
Received by GEF,27 Jan 2009,3876
Preparation Grant Approved,29 Jan 2010,3876
Concept Approved,29 Jan 2010,3876
Project Approved for Implementation,16 Apr 2012,3876
Project closed,01 Jul 2015,3876
Received by GEF,05 Dec 2008,3856
Concept Approved,30 Nov 2009,3856
Project Approved for Implementation,04 Oct 2010,3856
Project closed,01 Oct 2012,3856
Received by GEF,13 Nov 2008,3841
Preparation Grant Approved,28 May 2009,3841
Concept Approved,28 Feb 2009,3841
Project Approved for Implementation,16 Jun 2011,3841
Project closed,31 Dec 2017,3841
Received by GEF,02 Dec 2008,3854
Project Approved for Implementation,21 Jun 2010,3854
Project closed,30 Sep 2012,3854
Received by GEF,02 Dec 2008,3850
Concept Approved,08 Apr 2009,3850
Project Approved for Implementation,08 Jan 2010,3850
Project closed,01 Dec 2013,3850
Received by GEF,11 Nov 2008,3845
Project Approved for Implementation,15 Dec 2008,3845
Project closed,,3845
Received by GEF,03 Dec 2008,3853
Concept Approved,11 May 2009,3853
Project Approved for Implementation,16 Mar 2011,3853
Project closed,01 Aug 2013,3853
Received by GEF,03 Dec 2008,3855
Concept Approved,07 Apr 2009,3855
Project Approved for Implementation,22 Mar 2011,3855
Project closed,30 Jun 2014,3855
Received by GEF,,3822
Preparation Grant Approved,10 May 2010,3822
Concept Approved,30 Jun 2010,3822
Project Approved for Implementation,26 Jul 2011,3822
Project closed,07 Jul 2016,3822
Received by GEF,22 Oct 2008,3838
Preparation Grant Approved,25 Mar 2009,3838
Concept Approved,09 Jan 2009,3838
Project Approved for Implementation,23 Mar 2010,3838
Project closed,31 Dec 2015,3838
Received by GEF,11 Nov 2008,3846
Project Approved for Implementation,15 Dec 2008,3846
Project closed,,3846
Received by GEF,06 Oct 2008,3816
Preparation Grant Approved,24 Mar 2009,3816
Concept Approved,30 Apr 2009,3816
Project Approved for Implementation,16 Jul 2010,3816
Project closed,31 Dec 2014,3816
Received by GEF,11 Sep 2008,3807
Received by GEF,12 Sep 2008,3801
Preparation Grant Approved,21 Oct 2008,3807
Concept Approved,01 Jan 2009,3807
Project Approved for Implementation,20 Apr 2010,3807
Preparation Grant Approved,01 May 2009,3801
Concept Approved,01 Jun 2009,3801
Project Approved for Implementation,25 Mar 2011,3801
Project closed,31 Dec 2017,3807
Project closed,01 Apr 2014,3801
Received by GEF,12 Sep 2008,3790
Received by GEF,15 Sep 2008,3788
Preparation Grant Approved,21 Oct 2008,3790
Concept Approved,01 Jan 2009,3790
Project Approved for Implementation,01 Feb 2010,3790
Project closed,31 Aug 2013,3790
Preparation Grant Approved,19 May 2009,3788
Concept Approved,01 Jun 2009,3788
Project Approved for Implementation,11 May 2011,3788
Project closed,30 Jun 2015,3788
Received by GEF,21 Oct 2008,3808
Preparation Grant Approved,05 Aug 2009,3808
Concept Approved,31 Mar 2010,3808
Project Approved for Implementation,14 Nov 2011,3808
Project closed,01 Oct 2016,3808
Received by GEF,11 Sep 2008,3781
Preparation Grant Approved,05 Feb 2009,3781
Concept Approved,01 Jan 2009,3781
Project Approved for Implementation,30 Jul 2010,3781
Project closed,01 Sep 2015,3781
Received by GEF,06 Oct 2008,3814
Preparation Grant Approved,19 Dec 2008,3814
Concept Approved,19 Dec 2008,3814
Project Approved for Implementation,06 May 2010,3814
Project closed,01 Aug 2014,3814
Received by GEF,30 Sep 2008,3811
Project Approved for Implementation,29 Oct 2008,3811
Project closed,01 Oct 2010,3811
Received by GEF,,3813
Preparation Grant Approved,30 Sep 2009,3813
Concept Approved,30 Jun 2009,3813
Project Approved for Implementation,13 Oct 2010,3813
Project closed,31 Mar 2016,3813
Received by GEF,04 Sep 2008,3768
Project Approved for Implementation,21 Jun 2010,3768
Project closed,30 Dec 2011,3768
Received by GEF,15 Aug 2008,3728
Preparation Grant Approved,23 Jan 2009,3728
Concept Approved,18 Aug 2008,3728
Project Approved for Implementation,24 Mar 2011,3728
Project closed,30 Jun 2016,3728
Received by GEF,09 Sep 2008,3778
Received by GEF,07 Aug 2008,3729
Concept Approved,25 Sep 2008,3778
Project Approved for Implementation,07 Apr 2009,3778
Project closed,01 Mar 2012,3778
Preparation Grant Approved,23 Oct 2008,3729
Concept Approved,01 Jan 2009,3729
Project Approved for Implementation,02 Nov 2009,3729
Project closed,01 Feb 2014,3729
Received by GEF,29 Aug 2008,3751
Concept Approved,01 Jan 2009,3751
Project Approved for Implementation,19 Aug 2011,3751
Project closed,30 Sep 2018,3751
Received by GEF,04 Sep 2008,3765
Project Approved for Implementation,21 Jun 2010,3765
Project closed,30 Sep 2012,3765
Received by GEF,14 Jul 2008,3722
Preparation Grant Approved,18 Sep 2008,3722
Concept Approved,01 Nov 2008,3722
Project Approved for Implementation,03 May 2010,3722
Project closed,30 Jun 2018,3722
Received by GEF,19 Aug 2008,3730
Concept Approved,06 Jul 2009,3730
Project Approved for Implementation,19 Sep 2011,3730
Project closed,31 Oct 2014,3730
Received by GEF,26 Jun 2008,3707
Preparation Grant Approved,11 Feb 2009,3707
Concept Approved,11 Feb 2009,3707
Project Approved for Implementation,21 Oct 2009,3707
Project closed,01 Dec 2014,3707
Received by GEF,02 Sep 2008,3755
Preparation Grant Approved,25 Feb 2009,3755
Concept Approved,01 Nov 2008,3755
Project Approved for Implementation,08 Sep 2010,3755
Project closed,01 Dec 2017,3755
Received by GEF,10 Jun 2008,3702
Project Approved for Implementation,01 Jul 2008,3702
Project closed,,3702
Received by GEF,25 Feb 2008,3673
Concept Approved,27 Mar 2008,3673
Project Approved for Implementation,07 Apr 2009,3673
Project closed,08 Jan 2018,3673
Received by GEF,12 Feb 2008,3667
Concept Approved,12 Jan 2010,3667
Project Approved for Implementation,21 Mar 2012,3667
Project closed,01 Mar 2017,3667
Received by GEF,05 Feb 2008,3666
Project Approved for Implementation,03 Mar 2008,3666
Project closed,,3666
Received by GEF,29 Feb 2008,3674
Concept Approved,27 Mar 2008,3674
Project Approved for Implementation,07 Apr 2009,3674
Project closed,01 Mar 2012,3674
Received by GEF,22 Jan 2008,3655
Concept Approved,01 Oct 2009,3655
Project Approved for Implementation,31 Mar 2011,3655
Project closed,01 Jun 2015,3655
Received by GEF,09 Apr 2008,3679
Concept Approved,09 Jun 2008,3679
Project Approved for Implementation,09 Feb 2009,3679
Project closed,01 Dec 2010,3679
Received by GEF,23 Jan 2008,3663
Concept Approved,04 Mar 2008,3663
Project Approved for Implementation,24 Nov 2008,3663
Project closed,01 Mar 2012,3663
Received by GEF,14 Jul 2008,3682
Preparation Grant Approved,28 Jul 2008,3682
Concept Approved,28 Jul 2008,3682
Project Approved for Implementation,01 Feb 2010,3682
Project closed,01 Apr 2014,3682
Received by GEF,22 Jan 2008,3664
Preparation Grant Approved,06 Nov 2008,3664
Concept Approved,01 Jan 2009,3664
Project Approved for Implementation,21 Mar 2011,3664
Project closed,30 Sep 2016,3664
Received by GEF,22 Jan 2008,3642
Concept Approved,05 Aug 2008,3642
Project Approved for Implementation,22 Jun 2009,3642
Project closed,01 Sep 2013,3642
Received by GEF,22 Jan 2008,3651
Preparation Grant Approved,25 Nov 2009,3651
Concept Approved,01 Apr 2008,3651
Project Approved for Implementation,05 Jan 2011,3651
Project closed,30 Sep 2018,3651
Received by GEF,22 Jan 2008,3643
Preparation Grant Approved,19 Sep 2008,3643
Concept Approved,19 Sep 2008,3643
Project Approved for Implementation,04 Oct 2010,3643
Project closed,29 Jun 2016,3643
Received by GEF,25 Jan 2008,3648
Concept Approved,25 Feb 2008,3648
Project Approved for Implementation,,3648
Project closed,,3648
Received by GEF,22 Jan 2008,3644
Preparation Grant Approved,19 Dec 2008,3644
Concept Approved,19 Dec 2008,3644
Project Approved for Implementation,24 Aug 2011,3644
Project closed,30 Sep 2015,3644
Received by GEF,22 Jan 2008,3645
Preparation Grant Approved,29 Apr 2008,3645
Concept Approved,29 Apr 2008,3645
Project Approved for Implementation,22 Apr 2009,3645
Project closed,01 Oct 2014,3645
Received by GEF,22 Jan 2008,3649
Concept Approved,07 Jul 2009,3649
Project Approved for Implementation,09 Jan 2014,3649
Project closed,29 May 2015,3649
Received by GEF,22 Jan 2008,3646
Concept Approved,07 Jul 2009,3646
Project Approved for Implementation,30 Mar 2011,3646
Project closed,13 Jul 2015,3646
Received by GEF,22 Jan 2008,3636
Preparation Grant Approved,31 Mar 2009,3636
Concept Approved,31 Mar 2009,3636
Project Approved for Implementation,01 Mar 2012,3636
Project closed,30 Jun 2017,3636
Received by GEF,22 Jan 2008,3626
Concept Approved,01 Apr 2008,3626
Project Approved for Implementation,28 May 2010,3626
Project closed,31 Dec 2016,3626
Project Cancelled,23 Mar 2018,3474
Received by GEF,22 Jan 2008,3633
Preparation Grant Approved,18 Dec 2008,3633
Concept Approved,28 Oct 2008,3633
Project Approved for Implementation,18 Aug 2010,3633
Project closed,31 Dec 2016,3633
Received by GEF,22 Jan 2008,3614
Preparation Grant Approved,09 Jul 2008,3614
Concept Approved,01 Apr 2008,3614
Project Approved for Implementation,23 Nov 2010,3614
Project closed,31 Jan 2016,3614
Received by GEF,22 Jan 2008,3629
Preparation Grant Approved,21 Oct 2008,3629
Concept Approved,21 Oct 2008,3629
Project Approved for Implementation,18 Jun 2010,3629
Project closed,31 Mar 2014,3629
Received by GEF,09 Nov 2007,3461
Preparation Grant Approved,11 Sep 2009,3461
Concept Approved,31 Mar 2010,3461
Project Approved for Implementation,10 Nov 2010,3461
Project closed,28 Feb 2016,3461
Received by GEF,22 Jan 2008,3630
Preparation Grant Approved,22 Jul 2008,3630
Concept Approved,02 Jul 2008,3630
Project Approved for Implementation,08 Apr 2010,3630
Received by GEF,22 Jan 2008,3631
Project closed,10 May 2015,3630
Preparation Grant Approved,18 Dec 2008,3631
Concept Approved,17 Oct 2008,3631
Project Approved for Implementation,11 Aug 2011,3631
Project closed,30 Sep 2015,3631
Project Cancelled,01 Apr 2009,3457
Received by GEF,07 Sep 2007,3449
Concept Approved,01 Nov 2007,3449
Project Approved for Implementation,11 Feb 2009,3449
Project closed,01 May 2012,3449
Received by GEF,25 Jun 2007,3409
Project Approved for Implementation,17 Oct 2007,3409
Project closed,,3409
Received by GEF,07 Dec 2007,3348
Concept Approved,28 Jan 2008,3348
Project Approved for Implementation,06 Oct 2008,3348
Project closed,01 Aug 2012,3348
Received by GEF,25 Jun 2007,3408
Preparation Grant Approved,08 Aug 2008,3408
Concept Approved,08 Aug 2008,3408
Project Approved for Implementation,17 May 2010,3408
Project closed,31 Dec 2017,3408
Received by GEF,06 Nov 2007,3401
Preparation Grant Approved,17 Nov 2008,3401
Concept Approved,17 Nov 2008,3401
Project Approved for Implementation,04 Aug 2011,3401
Project closed,01 Feb 2016,3401
Received by GEF,13 Mar 2008,3403
Preparation Grant Approved,06 Jun 2008,3403
Concept Approved,20 May 2008,3403
Project Approved for Implementation,19 Nov 2010,3403
Project closed,30 Jun 2018,3403
Received by GEF,18 Sep 2007,3346
Concept Approved,25 Feb 2009,3346
Project Approved for Implementation,17 Mar 2009,3346
Project closed,01 Apr 2013,3346
Received by GEF,12 Oct 2007,3349
Concept Approved,13 Dec 2007,3349
Project Approved for Implementation,27 Jul 2009,3349
Project closed,08 Jan 2018,3349
Received by GEF,21 May 2007,3405
Preparation Grant Approved,15 Sep 2008,3405
Concept Approved,08 Jul 2008,3405
Project Approved for Implementation,26 May 2010,3405
Project closed,15 Dec 2014,3405
Received by GEF,06 Nov 2007,3395
Preparation Grant Approved,27 Feb 2008,3395
Concept Approved,27 Feb 2008,3395
Project Approved for Implementation,26 May 2010,3395
Project closed,30 Dec 2016,3395
Received by GEF,11 Jul 2007,3342
Preparation Grant Approved,20 Dec 2007,3342
Concept Approved,20 Dec 2007,3342
Project Approved for Implementation,15 Jan 2009,3342
Project closed,01 Apr 2011,3342
Received by GEF,11 Jul 2007,3343
Project Approved for Implementation,20 Aug 2008,3343
Project closed,01 Dec 2012,3343
Received by GEF,19 Jul 2006,3211
Concept Approved,19 Mar 2009,3211
Project Approved for Implementation,25 Jan 2011,3211
Project closed,10 Oct 2015,3211
Received by GEF,,3309
Project Approved for Implementation,28 Jun 2007,3309
Project closed,30 Sep 2011,3309
Received by GEF,22 Aug 2006,3224
Concept Approved,07 Jul 2008,3224
Project Approved for Implementation,04 Mar 2009,3224
Project closed,31 Dec 2012,3224
Received by GEF,06 Feb 2007,3317
Project Approved for Implementation,11 Jan 2008,3317
Project closed,,3317
Received by GEF,22 Jan 2008,3333
Concept Approved,08 Sep 2008,3333
Project Approved for Implementation,14 Dec 2010,3333
Project closed,25 Nov 2015,3333
Received by GEF,21 Jun 2007,3407
Project Approved for Implementation,06 Mar 2008,3407
Project closed,,3407
Received by GEF,09 Jun 2006,3195
Project Approved for Implementation,20 Mar 2008,3195
Project closed,01 Dec 2014,3195
Received by GEF,22 Jan 2008,3332
Preparation Grant Approved,08 Aug 2008,3332
Concept Approved,17 Jul 2008,3332
Project Approved for Implementation,03 Jun 2010,3332
Project closed,28 May 2015,3332
Received by GEF,22 Jan 2008,3335
Concept Approved,17 Dec 2008,3335
Project Approved for Implementation,29 Apr 2010,3335
Project closed,01 Mar 2016,3335
Received by GEF,25 May 2006,3188
Project Approved for Implementation,26 Jun 2007,3188
Project closed,01 Oct 2010,3188
Received by GEF,13 Mar 2006,3135
Project Approved for Implementation,13 Feb 2008,3135
Project closed,30 Dec 2015,3135
Received by GEF,18 Apr 2006,3164
Project Approved for Implementation,20 Mar 2008,3164
Project closed,01 Dec 2014,3164
Received by GEF,27 Apr 2006,3174
Project Approved for Implementation,22 Jun 2010,3174
Project closed,31 Mar 2012,3174
Received by GEF,22 May 2006,3185
Project Approved for Implementation,09 Apr 2007,3185
Project closed,08 Jan 2018,3185
Received by GEF,17 May 2006,3183
Preparation Grant Approved,12 Dec 2007,3183
Concept Approved,01 Feb 2008,3183
Project Approved for Implementation,25 Jun 2009,3183
Project closed,01 Apr 2014,3183
Received by GEF,04 May 2006,3179
Project Approved for Implementation,30 Jan 2008,3179
Project closed,,3179
Received by GEF,25 May 2006,3187
Concept Approved,05 Mar 2008,3187
Project Approved for Implementation,05 Jun 2008,3187
Project closed,31 Dec 2014,3187
Received by GEF,17 Jan 2006,3048
Project Approved for Implementation,08 Mar 2006,3048
Project closed,31 Dec 2008,3048
Received by GEF,01 Mar 2006,3128
Project Approved for Implementation,14 Feb 2008,3128
Project closed,,3128
Received by GEF,12 Jan 2006,3045
Concept Approved,19 Mar 2009,3045
Project Approved for Implementation,27 Feb 2012,3045
Project closed,01 May 2015,3045
Received by GEF,,3037
Preparation Grant Approved,13 Jun 2003,3037
Concept Approved,12 Jun 2006,3037
Project Approved for Implementation,04 Jun 2007,3037
Project closed,01 Feb 2011,3037
Received by GEF,25 Nov 2005,3043
Project Approved for Implementation,21 Apr 2006,3043
Project closed,01 Jan 2011,3043
Received by GEF,30 Dec 2005,3040
Concept Approved,11 May 2009,3040
Project Approved for Implementation,02 Mar 2011,3040
Project closed,01 Jul 2015,3040
Received by GEF,25 Oct 2005,2997
Project Approved for Implementation,09 Mar 2006,2997
Project closed,01 Jul 2011,2997
Received by GEF,11 Nov 2005,3004
Project Approved for Implementation,01 Aug 2008,3004
Project closed,,3004
Received by GEF,11 Nov 2005,3008
Project Approved for Implementation,22 Jun 2010,3008
Project closed,30 Sep 2012,3008
Received by GEF,14 Oct 2005,2967
Preparation Grant Approved,25 Sep 2008,2967
Concept Approved,01 Apr 2008,2967
Project Approved for Implementation,06 Apr 2011,2967
Project closed,30 Jun 2019,2967
Received by GEF,01 Dec 2005,3023
Project Approved for Implementation,28 Mar 2006,3023
Project closed,01 Jul 2010,3023
Received by GEF,15 Nov 2005,3012
Project Approved for Implementation,09 Mar 2006,3012
Project closed,01 Dec 2011,3012
Received by GEF,24 Jun 2005,2851
Project Approved for Implementation,03 Aug 2005,2851
Project closed,,2851
Received by GEF,14 Oct 2005,2954
Preparation Grant Approved,06 Mar 2006,2954
Concept Approved,12 Jun 2006,2954
Project Approved for Implementation,29 Nov 2006,2954
Project closed,30 Dec 2012,2954
Received by GEF,25 Aug 2005,2887
Project Approved for Implementation,12 Sep 2005,2887
Project closed,31 Dec 2008,2887
Received by GEF,14 Sep 2005,2909
Project Approved for Implementation,18 Oct 2005,2909
Project closed,31 Dec 2008,2909
Received by GEF,28 Jun 2005,2854
Project Approved for Implementation,05 Aug 2005,2854
Project closed,,2854
Received by GEF,28 Jun 2005,2856
Preparation Grant Approved,04 Nov 2003,2856
Project Approved for Implementation,06 Sep 2005,2856
Project closed,01 Jan 2009,2856
Received by GEF,17 Jun 2005,2845
Project Approved for Implementation,27 Jun 2005,2845
Project closed,,2845
Received by GEF,07 Jul 2005,2861
Preparation Grant Approved,01 Nov 1998,2861
Project Approved for Implementation,16 Aug 2005,2861
Project closed,01 Nov 2007,2861
Received by GEF,09 Jun 2005,2839
Project Approved for Implementation,21 Dec 2005,2839
Project closed,01 Jul 2011,2839
Received by GEF,05 Aug 2005,2879
Project Approved for Implementation,05 Aug 2005,2879
Project closed,31 Dec 2008,2879
Received by GEF,21 Jul 2005,2869
Project Approved for Implementation,18 Oct 2005,2869
Project closed,30 Nov 2007,2869
Received by GEF,05 Jul 2005,2860
Preparation Grant Approved,21 Apr 2009,2860
Concept Approved,01 Nov 2008,2860
Project Approved for Implementation,29 Oct 2010,2860
Project closed,31 Dec 2019,2860
Received by GEF,18 May 2005,2819
Project Approved for Implementation,03 Mar 2006,2819
Project closed,01 Jul 2011,2819
Received by GEF,09 Jun 2005,2838
Project Approved for Implementation,08 Feb 2006,2838
Project closed,01 Jul 2010,2838
Received by GEF,10 May 2005,2820
Concept Approved,01 Jun 2009,2820
Project Approved for Implementation,13 May 2010,2820
Project closed,01 Dec 2014,2820
Received by GEF,02 Jun 2005,2822
Project Approved for Implementation,03 Mar 2006,2822
Project closed,01 Sep 2011,2822
Received by GEF,02 Jun 2005,2824
Project Approved for Implementation,08 Feb 2006,2824
Project closed,30 Jun 2017,2824
Received by GEF,14 Jun 2005,2841
Project Approved for Implementation,27 Jun 2005,2841
Project closed,,2841
Received by GEF,12 Apr 2005,2796
Preparation Grant Approved,30 Sep 2005,2796
Concept Approved,12 Jun 2006,2796
Project Approved for Implementation,14 May 2007,2796
Project closed,01 Mar 2011,2796
Received by GEF,06 Apr 2005,2752
Project Approved for Implementation,07 Feb 2006,2752
Project closed,01 Dec 2010,2752
Received by GEF,,2806
Preparation Grant Approved,03 Jun 2005,2806
Concept Approved,19 Feb 2009,2806
Project Approved for Implementation,25 Aug 2009,2806
Project closed,01 Jun 2014,2806
Received by GEF,04 Feb 2005,2706
Preparation Grant Approved,23 Mar 2009,2706
Concept Approved,01 Nov 2008,2706
Project Approved for Implementation,28 Dec 2010,2706
Project closed,31 Dec 2017,2706
Received by GEF,04 Feb 2005,2713
Project Approved for Implementation,17 Mar 2005,2713
Project closed,31 Dec 2005,2713
Received by GEF,08 Apr 2005,2770
Preparation Grant Approved,07 Feb 2006,2770
Concept Approved,01 Jun 2008,2770
Project Approved for Implementation,14 Oct 2010,2770
Project closed,01 Apr 2015,2770
Received by GEF,15 Jan 2005,2717
Project Approved for Implementation,01 Apr 2005,2717
Project closed,31 Jan 2007,2717
Received by GEF,20 May 2005,2825
Project Approved for Implementation,14 Jun 2005,2825
Project closed,31 Dec 2006,2825
Received by GEF,22 Feb 2005,2722
Project Approved for Implementation,29 Mar 2005,2722
Project closed,01 Sep 2007,2722
Received by GEF,27 Jan 2005,2728
Project Approved for Implementation,27 Oct 2005,2728
Project closed,30 Nov 2007,2728
Received by GEF,27 Jan 2005,2727
Project Approved for Implementation,03 Mar 2005,2727
Project closed,31 Dec 2006,2727
Received by GEF,09 Jun 2005,2837
Project Approved for Implementation,08 Feb 2006,2837
Project closed,01 Dec 2010,2837
Received by GEF,17 Jan 2005,2668
Project Approved for Implementation,09 Mar 2005,2668
Project closed,31 Dec 2006,2668
Received by GEF,25 Aug 2004,2585
Project Approved for Implementation,06 Dec 2004,2585
Project closed,,2585
Received by GEF,28 Jan 2005,2678
Project Approved for Implementation,17 Feb 2005,2678
Project closed,31 Dec 2006,2678
Received by GEF,06 Oct 2004,2597
Preparation Grant Approved,01 Aug 2005,2597
Concept Approved,02 Aug 2006,2597
Project Approved for Implementation,02 May 2007,2597
Project closed,31 Dec 2015,2597
Received by GEF,07 Sep 2004,2588
Project Approved for Implementation,29 Nov 2004,2588
Project closed,13 Jan 2010,2588
Received by GEF,12 Nov 2004,2648
Project Approved for Implementation,08 Feb 2006,2648
Project closed,31 Dec 2015,2648
Received by GEF,06 Oct 2004,2600
Preparation Grant Approved,03 Oct 2005,2600
Concept Approved,01 Jun 2007,2600
Project Approved for Implementation,09 Apr 2008,2600
Project closed,30 Sep 2016,2600
Received by GEF,04 Feb 2005,2683
Preparation Grant Approved,09 Aug 2005,2683
Concept Approved,02 Aug 2006,2683
Project Approved for Implementation,18 Jun 2007,2683
Project closed,31 Oct 2012,2683
Received by GEF,,2582
Concept Approved,01 Nov 2004,2582
Project Approved for Implementation,08 Sep 2005,2582
Project closed,01 Jun 2017,2582
Received by GEF,01 Sep 2004,2581
Concept Approved,01 Nov 2004,2581
Project Approved for Implementation,23 May 2005,2581
Project closed,01 Jun 2008,2581
Received by GEF,04 May 2004,2532
Project Approved for Implementation,17 May 2004,2532
Project closed,,2532
Received by GEF,27 Apr 2004,2530
